E-RP-09, 3, 0.80, 3, 5.66
E-SxA-07, 5, 1.34, 2, 3.77
E-ST-01, 4, 1.07, 1, 1.89
L-SxA-09, 1, 0.27, 1, 1.89
E-LA-02, 3, 0.80, 1, 1.89
E-SmA-02, 6, 1.60, 2, 3.77
E-RP-05, 302, 80.75, 49, 92.45
E-RP-07, 43, 11.50, 43, 81.13
W-01, 7, 1.87, 3, 5.66
