student16_4.c, W-01, využívanie globálnej premennej, 12
student16_4.c, W-01, využívanie globálnej premennej, 13
student16_4.c, W-01, využívanie globálnej premennej, 14
student16_4.c, W-01, využívanie globálnej premennej, 15
student16_4.c, E-RP-05, dlho aktívna premenná, 179
student16_4.c, E-RP-05, dlho aktívna premenná, 180
student16_4.c, E-RP-05, dlho aktívna premenná, 181
student16_4.c, E-RP-05, dlho aktívna premenná, 119
student16_4.c, E-RP-05, dlho aktívna premenná, 120
student16_4.c, E-RP-05, dlho aktívna premenná, 121
student16_4.c, E-RP-05, dlho aktívna premenná, 61
student16_4.c, E-RP-05, dlho aktívna premenná, 62
student16_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student16_5.c, W-01, využívanie globálnej premennej, 8
student16_5.c, W-01, využívanie globálnej premennej, 9
student16_5.c, W-01, využívanie globálnej premennej, 10
student16_5.c, W-01, využívanie globálnej premennej, 11
student16_5.c, W-01, využívanie globálnej premennej, 12
student16_5.c, W-01, využívanie globálnej premennej, 13
student16_5.c, W-01, využívanie globálnej premennej, 14
student16_5.c, W-01, využívanie globálnej premennej, 15
student16_5.c, E-RP-05, dlho aktívna premenná, 179
student16_5.c, E-RP-05, dlho aktívna premenná, 180
student16_5.c, E-RP-05, dlho aktívna premenná, 181
student16_5.c, E-RP-05, dlho aktívna premenná, 119
student16_5.c, E-RP-05, dlho aktívna premenná, 120
student16_5.c, E-RP-05, dlho aktívna premenná, 121
student16_5.c, E-RP-05, dlho aktívna premenná, 61
student16_5.c, E-RP-05, dlho aktívna premenná, 62
student16_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student16_6.c, W-01, využívanie globálnej premennej, 8
student16_6.c, W-01, využívanie globálnej premennej, 9
student16_6.c, W-01, využívanie globálnej premennej, 10
student16_6.c, W-01, využívanie globálnej premennej, 11
student16_6.c, W-01, využívanie globálnej premennej, 12
student16_6.c, W-01, využívanie globálnej premennej, 13
student16_6.c, W-01, využívanie globálnej premennej, 14
student16_6.c, W-01, využívanie globálnej premennej, 15
student16_6.c, E-RP-05, dlho aktívna premenná, 179
student16_6.c, E-RP-05, dlho aktívna premenná, 180
student16_6.c, E-RP-05, dlho aktívna premenná, 181
student16_6.c, E-RP-05, dlho aktívna premenná, 119
student16_6.c, E-RP-05, dlho aktívna premenná, 120
student16_6.c, E-RP-05, dlho aktívna premenná, 121
student16_6.c, E-RP-05, dlho aktívna premenná, 61
student16_6.c, E-RP-05, dlho aktívna premenná, 62
student16_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student16_7.c, W-01, využívanie globálnej premennej, 8
student16_7.c, W-01, využívanie globálnej premennej, 9
student16_7.c, W-01, využívanie globálnej premennej, 10
student16_7.c, W-01, využívanie globálnej premennej, 11
student16_7.c, W-01, využívanie globálnej premennej, 12
student16_7.c, W-01, využívanie globálnej premennej, 13
student16_7.c, W-01, využívanie globálnej premennej, 14
student16_7.c, W-01, využívanie globálnej premennej, 15
student16_7.c, E-RP-05, dlho aktívna premenná, 182
student16_7.c, E-RP-05, dlho aktívna premenná, 183
student16_7.c, E-RP-05, dlho aktívna premenná, 120
student16_7.c, E-RP-05, dlho aktívna premenná, 184
student16_7.c, E-RP-05, dlho aktívna premenná, 121
student16_7.c, E-RP-05, dlho aktívna premenná, 122
student16_7.c, E-RP-05, dlho aktívna premenná, 61
student16_7.c, E-RP-05, dlho aktívna premenná, 62
student16_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student16_8.c, W-01, využívanie globálnej premennej, 8
student16_8.c, W-01, využívanie globálnej premennej, 9
student16_8.c, W-01, využívanie globálnej premennej, 10
student16_8.c, W-01, využívanie globálnej premennej, 11
student16_8.c, W-01, využívanie globálnej premennej, 12
student16_8.c, W-01, využívanie globálnej premennej, 13
student16_8.c, W-01, využívanie globálnej premennej, 14
student16_8.c, W-01, využívanie globálnej premennej, 15
student16_8.c, E-RP-05, dlho aktívna premenná, 182
student16_8.c, E-RP-05, dlho aktívna premenná, 183
student16_8.c, E-RP-05, dlho aktívna premenná, 120
student16_8.c, E-RP-05, dlho aktívna premenná, 184
student16_8.c, E-RP-05, dlho aktívna premenná, 121
student16_8.c, E-RP-05, dlho aktívna premenná, 122
student16_8.c, E-RP-05, dlho aktívna premenná, 61
student16_8.c, E-RP-05, dlho aktívna premenná, 62
student16_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student16_9.c, W-01, využívanie globálnej premennej, 8
student16_9.c, W-01, využívanie globálnej premennej, 9
student16_9.c, W-01, využívanie globálnej premennej, 10
student16_9.c, W-01, využívanie globálnej premennej, 11
student16_9.c, W-01, využívanie globálnej premennej, 12
student16_9.c, W-01, využívanie globálnej premennej, 13
student16_9.c, W-01, využívanie globálnej premennej, 14
student16_9.c, W-01, využívanie globálnej premennej, 15
student16_9.c, E-RP-05, dlho aktívna premenná, 182
student16_9.c, E-RP-05, dlho aktívna premenná, 183
student16_9.c, E-RP-05, dlho aktívna premenná, 120
student16_9.c, E-RP-05, dlho aktívna premenná, 184
student16_9.c, E-RP-05, dlho aktívna premenná, 121
student16_9.c, E-RP-05, dlho aktívna premenná, 122
student16_9.c, E-RP-05, dlho aktívna premenná, 61
student16_9.c, E-RP-05, dlho aktívna premenná, 62
student17_1.c, E-RP-05, dlho aktívna premenná, 208
student17_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student17_1.c, E-RP-05, dlho aktívna premenná, 209
student17_1.c, E-RP-05, dlho aktívna premenná, 71
student17_1.c, W-01, využívanie globálnej premennej, 9
student17_1.c, E-RP-05, dlho aktívna premenná, 25
student17_1.c, W-01, využívanie globálnej premennej, 10
student17_1.c, E-RP-05, dlho aktívna premenná, 26
student17_1.c, E-RP-05, dlho aktívna premenná, 139
student17_1.c, E-RP-05, dlho aktívna premenná, 140
student17_1.c, E-RP-05, dlho aktívna premenná, 29
student17_1.c, E-RP-05, dlho aktívna premenná, 207
student17_2.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student17_2.c, E-RP-05, dlho aktívna premenná, 69
student17_2.c, E-RP-05, dlho aktívna premenná, 136
student17_2.c, W-01, využívanie globálnej premennej, 9
student17_2.c, E-RP-05, dlho aktívna premenná, 25
student17_2.c, E-RP-05, dlho aktívna premenná, 137
student17_2.c, W-01, využívanie globálnej premennej, 10
student17_2.c, E-RP-05, dlho aktívna premenná, 26
student17_2.c, E-RP-05, dlho aktívna premenná, 204
student17_2.c, E-RP-05, dlho aktívna premenná, 205
student17_2.c, E-RP-05, dlho aktívna premenná, 206
student17_3.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student17_3.c, E-RP-05, dlho aktívna premenná, 69
student17_3.c, E-RP-05, dlho aktívna premenná, 136
student17_3.c, W-01, využívanie globálnej premennej, 9
student17_3.c, E-RP-05, dlho aktívna premenná, 25
student17_3.c, E-RP-05, dlho aktívna premenná, 137
student17_3.c, W-01, využívanie globálnej premennej, 10
student17_3.c, E-RP-05, dlho aktívna premenná, 26
student17_3.c, E-RP-05, dlho aktívna premenná, 204
student17_3.c, E-RP-05, dlho aktívna premenná, 205
student17_3.c, E-RP-05, dlho aktívna premenná, 206
student17_4.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student17_4.c, E-RP-05, dlho aktívna premenná, 69
student17_4.c, E-RP-05, dlho aktívna premenná, 136
student17_4.c, W-01, využívanie globálnej premennej, 9
student17_4.c, E-RP-05, dlho aktívna premenná, 25
student17_4.c, E-RP-05, dlho aktívna premenná, 137
student17_4.c, W-01, využívanie globálnej premennej, 10
student17_4.c, E-RP-05, dlho aktívna premenná, 26
student17_4.c, E-RP-05, dlho aktívna premenná, 204
student17_4.c, E-RP-05, dlho aktívna premenná, 205
student17_4.c, E-RP-05, dlho aktívna premenná, 206
student18_1.c, E-RP-05, dlho aktívna premenná, 105
student18_1.c, E-RP-05, dlho aktívna premenná, 106
student18_1.c, E-RP-05, dlho aktívna premenná, 107
student18_1.c, E-RP-05, dlho aktívna premenná, 20
student18_1.c, E-RP-05, dlho aktívna premenná, 21
student18_1.c, E-RP-05, dlho aktívna premenná, 22
student18_1.c, E-RP-05, dlho aktívna premenná, 23
student18_1.c, E-RP-05, dlho aktívna premenná, 24
student18_1.c, E-RP-05, dlho aktívna premenná, 25
student18_1.c, E-RP-05, dlho aktívna premenná, 153
student18_1.c, E-SmA-02, viacnásobná deklarácia premennej, 154
student18_1.c, E-RP-05, dlho aktívna premenná, 26
student18_1.c, E-RP-05, dlho aktívna premenná, 27
student18_1.c, E-RP-05, dlho aktívna premenná, 155
student18_1.c, E-RP-05, dlho aktívna premenná, 28
student18_1.c, E-RP-05, dlho aktívna premenná, 254
student18_10.c, E-RP-05, dlho aktívna premenná, 192
student18_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_10.c, E-RP-05, dlho aktívna premenná, 193
student18_10.c, E-RP-05, dlho aktívna premenná, 66
student18_10.c, E-RP-05, dlho aktívna premenná, 67
student18_10.c, E-RP-05, dlho aktívna premenná, 180
student18_10.c, E-RP-05, dlho aktívna premenná, 181
student18_10.c, E-RP-05, dlho aktívna premenná, 182
student18_10.c, E-RP-05, dlho aktívna premenná, 183
student18_10.c, E-RP-05, dlho aktívna premenná, 184
student18_10.c, E-RP-05, dlho aktívna premenná, 185
student18_10.c, E-RP-05, dlho aktívna premenná, 186
student18_10.c, E-RP-05, dlho aktívna premenná, 187
student18_10.c, E-RP-05, dlho aktívna premenná, 251
student18_10.c, E-RP-05, dlho aktívna premenná, 189
student18_10.c, E-RP-05, dlho aktívna premenná, 190
student18_10.c, E-RP-05, dlho aktívna premenná, 191
student18_11.c, E-RP-05, dlho aktívna premenná, 192
student18_11.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_11.c, E-RP-05, dlho aktívna premenná, 193
student18_11.c, E-RP-05, dlho aktívna premenná, 194
student18_11.c, E-RP-05, dlho aktívna premenná, 67
student18_11.c, E-RP-05, dlho aktívna premenná, 68
student18_11.c, E-RP-05, dlho aktívna premenná, 179
student18_11.c, E-RP-05, dlho aktívna premenná, 180
student18_11.c, E-RP-05, dlho aktívna premenná, 181
student18_11.c, E-RP-05, dlho aktívna premenná, 182
student18_11.c, E-RP-05, dlho aktívna premenná, 183
student18_11.c, E-RP-05, dlho aktívna premenná, 184
student18_11.c, E-RP-05, dlho aktívna premenná, 185
student18_11.c, E-RP-05, dlho aktívna premenná, 186
student18_11.c, E-RP-05, dlho aktívna premenná, 187
student18_11.c, E-RP-05, dlho aktívna premenná, 188
student18_11.c, E-RP-05, dlho aktívna premenná, 190
student18_11.c, E-RP-05, dlho aktívna premenná, 254
student18_11.c, E-RP-05, dlho aktívna premenná, 191
student18_12.c, E-RP-05, dlho aktívna premenná, 160
student18_12.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_12.c, E-RP-05, dlho aktívna premenná, 162
student18_12.c, E-RP-05, dlho aktívna premenná, 163
student18_12.c, E-RP-05, dlho aktívna premenná, 164
student18_12.c, E-RP-05, dlho aktívna premenná, 165
student18_12.c, E-RP-05, dlho aktívna premenná, 166
student18_12.c, E-RP-05, dlho aktívna premenná, 39
student18_12.c, E-RP-05, dlho aktívna premenná, 40
student18_12.c, E-RP-05, dlho aktívna premenná, 151
student18_12.c, E-RP-05, dlho aktívna premenná, 152
student18_12.c, E-RP-05, dlho aktívna premenná, 153
student18_12.c, E-RP-05, dlho aktívna premenná, 154
student18_12.c, E-RP-05, dlho aktívna premenná, 155
student18_12.c, E-RP-05, dlho aktívna premenná, 156
student18_12.c, E-RP-05, dlho aktívna premenná, 157
student18_12.c, E-RP-05, dlho aktívna premenná, 158
student18_12.c, E-RP-05, dlho aktívna premenná, 222
student18_12.c, E-RP-05, dlho aktívna premenná, 159
student18_13.c, E-RP-05, dlho aktívna premenná, 160
student18_13.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_13.c, E-RP-05, dlho aktívna premenná, 162
student18_13.c, E-RP-05, dlho aktívna premenná, 163
student18_13.c, E-RP-05, dlho aktívna premenná, 164
student18_13.c, E-RP-05, dlho aktívna premenná, 165
student18_13.c, E-RP-05, dlho aktívna premenná, 166
student18_13.c, E-RP-05, dlho aktívna premenná, 39
student18_13.c, E-RP-05, dlho aktívna premenná, 40
student18_13.c, E-RP-05, dlho aktívna premenná, 151
student18_13.c, E-RP-05, dlho aktívna premenná, 152
student18_13.c, E-RP-05, dlho aktívna premenná, 153
student18_13.c, E-RP-05, dlho aktívna premenná, 154
student18_13.c, E-RP-05, dlho aktívna premenná, 155
student18_13.c, E-RP-05, dlho aktívna premenná, 156
student18_13.c, E-RP-05, dlho aktívna premenná, 157
student18_13.c, E-RP-05, dlho aktívna premenná, 158
student18_13.c, E-RP-05, dlho aktívna premenná, 222
student18_13.c, E-RP-05, dlho aktívna premenná, 159
student18_14.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_14.c, E-RP-05, dlho aktívna premenná, 34
student18_14.c, E-RP-05, dlho aktívna premenná, 35
student18_14.c, E-RP-05, dlho aktívna premenná, 137
student18_14.c, E-RP-05, dlho aktívna premenná, 138
student18_14.c, E-RP-05, dlho aktívna premenná, 139
student18_14.c, E-RP-05, dlho aktívna premenná, 140
student18_14.c, E-RP-05, dlho aktívna premenná, 141
student18_14.c, E-RP-05, dlho aktívna premenná, 142
student18_14.c, E-RP-05, dlho aktívna premenná, 143
student18_14.c, E-RP-05, dlho aktívna premenná, 144
student18_14.c, E-RP-05, dlho aktívna premenná, 208
student18_14.c, E-RP-05, dlho aktívna premenná, 145
student18_14.c, E-RP-05, dlho aktívna premenná, 146
student18_14.c, E-RP-05, dlho aktívna premenná, 148
student18_14.c, E-RP-05, dlho aktívna premenná, 149
student18_14.c, E-RP-05, dlho aktívna premenná, 150
student18_14.c, E-RP-05, dlho aktívna premenná, 151
student18_14.c, E-RP-05, dlho aktívna premenná, 152
student18_15.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_15.c, E-RP-05, dlho aktívna premenná, 34
student18_15.c, E-RP-05, dlho aktívna premenná, 35
student18_15.c, E-RP-05, dlho aktívna premenná, 136
student18_15.c, E-RP-05, dlho aktívna premenná, 137
student18_15.c, E-RP-05, dlho aktívna premenná, 138
student18_15.c, E-RP-05, dlho aktívna premenná, 139
student18_15.c, E-RP-05, dlho aktívna premenná, 140
student18_15.c, E-RP-05, dlho aktívna premenná, 141
student18_15.c, E-RP-05, dlho aktívna premenná, 142
student18_15.c, E-RP-05, dlho aktívna premenná, 143
student18_15.c, E-RP-05, dlho aktívna premenná, 207
student18_15.c, E-RP-05, dlho aktívna premenná, 144
student18_15.c, E-RP-05, dlho aktívna premenná, 145
student18_15.c, E-RP-05, dlho aktívna premenná, 147
student18_15.c, E-RP-05, dlho aktívna premenná, 148
student18_15.c, E-RP-05, dlho aktívna premenná, 149
student18_15.c, E-RP-05, dlho aktívna premenná, 150
student18_15.c, E-RP-05, dlho aktívna premenná, 151
student18_2.c, E-RP-05, dlho aktívna premenná, 105
student18_2.c, E-RP-05, dlho aktívna premenná, 106
student18_2.c, E-RP-05, dlho aktívna premenná, 107
student18_2.c, E-RP-05, dlho aktívna premenná, 20
student18_2.c, E-RP-05, dlho aktívna premenná, 21
student18_2.c, E-RP-05, dlho aktívna premenná, 22
student18_2.c, E-RP-05, dlho aktívna premenná, 23
student18_2.c, E-RP-05, dlho aktívna premenná, 24
student18_2.c, E-RP-05, dlho aktívna premenná, 25
student18_2.c, E-RP-05, dlho aktívna premenná, 153
student18_2.c, E-SmA-02, viacnásobná deklarácia premennej, 154
student18_2.c, E-RP-05, dlho aktívna premenná, 26
student18_2.c, E-RP-05, dlho aktívna premenná, 27
student18_2.c, E-RP-05, dlho aktívna premenná, 155
student18_2.c, E-RP-05, dlho aktívna premenná, 28
student18_3.c, E-RP-05, dlho aktívna premenná, 103
student18_3.c, E-RP-05, dlho aktívna premenná, 104
student18_3.c, E-RP-05, dlho aktívna premenná, 105
student18_3.c, E-RP-05, dlho aktívna premenná, 106
student18_3.c, E-RP-05, dlho aktívna premenná, 20
student18_3.c, E-RP-05, dlho aktívna premenná, 21
student18_3.c, E-RP-05, dlho aktívna premenná, 22
student18_3.c, E-RP-05, dlho aktívna premenná, 23
student18_3.c, E-RP-05, dlho aktívna premenná, 24
student18_3.c, E-RP-05, dlho aktívna premenná, 152
student18_3.c, E-RP-05, dlho aktívna premenná, 25
student18_3.c, E-RP-05, dlho aktívna premenná, 153
student18_3.c, E-RP-05, dlho aktívna premenná, 26
student18_3.c, E-RP-05, dlho aktívna premenná, 154
student18_3.c, E-SmA-02, viacnásobná deklarácia premennej, 155
student18_3.c, E-RP-05, dlho aktívna premenná, 27
student18_3.c, E-RP-05, dlho aktívna premenná, 28
student18_3.c, E-RP-05, dlho aktívna premenná, 156
student18_4.c, E-RP-05, dlho aktívna premenná, 103
student18_4.c, E-RP-05, dlho aktívna premenná, 104
student18_4.c, E-RP-05, dlho aktívna premenná, 105
student18_4.c, E-RP-05, dlho aktívna premenná, 106
student18_4.c, E-RP-05, dlho aktívna premenná, 20
student18_4.c, E-RP-05, dlho aktívna premenná, 21
student18_4.c, E-RP-05, dlho aktívna premenná, 22
student18_4.c, E-RP-05, dlho aktívna premenná, 23
student18_4.c, E-RP-05, dlho aktívna premenná, 24
student18_4.c, E-RP-05, dlho aktívna premenná, 152
student18_4.c, E-RP-05, dlho aktívna premenná, 25
student18_4.c, E-RP-05, dlho aktívna premenná, 153
student18_4.c, E-RP-05, dlho aktívna premenná, 26
student18_4.c, E-RP-05, dlho aktívna premenná, 154
student18_4.c, E-SmA-02, viacnásobná deklarácia premennej, 155
student18_4.c, E-RP-05, dlho aktívna premenná, 27
student18_4.c, E-RP-05, dlho aktívna premenná, 28
student18_4.c, E-RP-05, dlho aktívna premenná, 156
student18_5.c, E-RP-05, dlho aktívna premenná, 103
student18_5.c, E-RP-05, dlho aktívna premenná, 104
student18_5.c, E-RP-05, dlho aktívna premenná, 105
student18_5.c, E-RP-05, dlho aktívna premenná, 106
student18_5.c, E-RP-05, dlho aktívna premenná, 20
student18_5.c, E-RP-05, dlho aktívna premenná, 21
student18_5.c, E-RP-05, dlho aktívna premenná, 22
student18_5.c, E-RP-05, dlho aktívna premenná, 23
student18_5.c, E-RP-05, dlho aktívna premenná, 24
student18_5.c, E-RP-05, dlho aktívna premenná, 152
student18_5.c, E-RP-05, dlho aktívna premenná, 25
student18_5.c, E-RP-05, dlho aktívna premenná, 153
student18_5.c, E-RP-05, dlho aktívna premenná, 26
student18_5.c, E-RP-05, dlho aktívna premenná, 154
student18_5.c, E-SmA-02, viacnásobná deklarácia premennej, 155
student18_5.c, E-RP-05, dlho aktívna premenná, 27
student18_5.c, E-RP-05, dlho aktívna premenná, 28
student18_5.c, E-RP-05, dlho aktívna premenná, 156
student18_6.c, E-RP-05, dlho aktívna premenná, 103
student18_6.c, E-RP-05, dlho aktívna premenná, 104
student18_6.c, E-RP-05, dlho aktívna premenná, 105
student18_6.c, E-RP-05, dlho aktívna premenná, 106
student18_6.c, E-RP-05, dlho aktívna premenná, 20
student18_6.c, E-RP-05, dlho aktívna premenná, 21
student18_6.c, E-RP-05, dlho aktívna premenná, 22
student18_6.c, E-RP-05, dlho aktívna premenná, 23
student18_6.c, E-RP-05, dlho aktívna premenná, 24
student18_6.c, E-RP-05, dlho aktívna premenná, 152
student18_6.c, E-RP-05, dlho aktívna premenná, 25
student18_6.c, E-RP-05, dlho aktívna premenná, 153
student18_6.c, E-RP-05, dlho aktívna premenná, 26
student18_6.c, E-RP-05, dlho aktívna premenná, 154
student18_6.c, E-SmA-02, viacnásobná deklarácia premennej, 155
student18_6.c, E-RP-05, dlho aktívna premenná, 27
student18_6.c, E-RP-05, dlho aktívna premenná, 28
student18_6.c, E-RP-05, dlho aktívna premenná, 156
student18_7.c, E-RP-05, dlho aktívna premenná, 103
student18_7.c, E-RP-05, dlho aktívna premenná, 104
student18_7.c, E-RP-05, dlho aktívna premenná, 105
student18_7.c, E-RP-05, dlho aktívna premenná, 20
student18_7.c, E-RP-05, dlho aktívna premenná, 21
student18_7.c, E-RP-05, dlho aktívna premenná, 22
student18_7.c, E-RP-05, dlho aktívna premenná, 23
student18_7.c, E-RP-05, dlho aktívna premenná, 151
student18_7.c, E-RP-05, dlho aktívna premenná, 24
student18_7.c, E-RP-05, dlho aktívna premenná, 152
student18_7.c, E-RP-05, dlho aktívna premenná, 25
student18_7.c, E-RP-05, dlho aktívna premenná, 153
student18_7.c, E-SmA-02, viacnásobná deklarácia premennej, 154
student18_7.c, E-RP-05, dlho aktívna premenná, 26
student18_7.c, E-RP-05, dlho aktívna premenná, 27
student18_7.c, E-RP-05, dlho aktívna premenná, 155
student18_7.c, E-RP-05, dlho aktívna premenná, 28
student18_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_8.c, E-RP-05, dlho aktívna premenná, 68
student18_8.c, E-RP-05, dlho aktívna premenná, 176
student18_8.c, E-RP-05, dlho aktívna premenná, 177
student18_8.c, E-RP-05, dlho aktívna premenná, 178
student18_8.c, E-RP-05, dlho aktívna premenná, 242
student18_8.c, E-RP-05, dlho aktívna premenná, 179
student18_8.c, E-RP-05, dlho aktívna premenná, 180
student18_8.c, E-RP-05, dlho aktívna premenná, 181
student18_8.c, E-RP-05, dlho aktívna premenná, 182
student18_8.c, E-RP-05, dlho aktívna premenná, 184
student18_8.c, E-RP-05, dlho aktívna premenná, 185
student18_8.c, E-RP-05, dlho aktívna premenná, 186
student18_8.c, E-RP-05, dlho aktívna premenná, 187
student18_8.c, E-RP-05, dlho aktívna premenná, 188
student18_9.c, E-RP-05, dlho aktívna premenná, 192
student18_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student18_9.c, E-RP-05, dlho aktívna premenná, 193
student18_9.c, E-RP-05, dlho aktívna premenná, 66
student18_9.c, E-RP-05, dlho aktívna premenná, 194
student18_9.c, E-RP-05, dlho aktívna premenná, 67
student18_9.c, E-RP-05, dlho aktívna premenná, 195
student18_9.c, E-RP-05, dlho aktívna premenná, 182
student18_9.c, E-RP-05, dlho aktívna premenná, 183
student18_9.c, E-RP-05, dlho aktívna premenná, 184
student18_9.c, E-RP-05, dlho aktívna premenná, 185
student18_9.c, E-RP-05, dlho aktívna premenná, 186
student18_9.c, E-RP-05, dlho aktívna premenná, 187
student18_9.c, E-RP-05, dlho aktívna premenná, 188
student18_9.c, E-RP-05, dlho aktívna premenná, 189
student18_9.c, E-RP-05, dlho aktívna premenná, 253
student18_9.c, E-RP-05, dlho aktívna premenná, 191
student19_1.c, E-RP-05, dlho aktívna premenná, 16
student19_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student19_1.c, E-RP-05, dlho aktívna premenná, 17
student19_1.c, E-RP-05, dlho aktívna premenná, 18
student19_1.c, E-RP-05, dlho aktívna premenná, 19
student19_1.c, E-RP-05, dlho aktívna premenná, 165
student19_1.c, E-RP-05, dlho aktívna premenná, 24
student19_1.c, E-RP-05, dlho aktívna premenná, 41
student19_1.c, E-RP-05, dlho aktívna premenná, 43
student19_1.c, E-RP-05, dlho aktívna premenná, 44
student19_1.c, E-RP-05, dlho aktívna premenná, 126
student19_2.c, E-RP-05, dlho aktívna premenná, 16
student19_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student19_2.c, E-RP-05, dlho aktívna premenná, 17
student19_2.c, E-RP-05, dlho aktívna premenná, 18
student19_2.c, E-RP-05, dlho aktívna premenná, 130
student19_2.c, E-RP-05, dlho aktívna premenná, 19
student19_2.c, E-RP-05, dlho aktívna premenná, 24
student19_2.c, E-RP-05, dlho aktívna premenná, 41
student19_2.c, E-RP-05, dlho aktívna premenná, 169
student19_2.c, E-RP-05, dlho aktívna premenná, 43
student19_2.c, E-RP-05, dlho aktívna premenná, 44
student19_3.c, E-RP-05, dlho aktívna premenná, 16
student19_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student19_3.c, E-RP-05, dlho aktívna premenná, 17
student19_3.c, E-RP-05, dlho aktívna premenná, 18
student19_3.c, E-RP-05, dlho aktívna premenná, 19
student19_3.c, E-RP-05, dlho aktívna premenná, 165
student19_3.c, E-RP-05, dlho aktívna premenná, 24
student19_3.c, E-RP-05, dlho aktívna premenná, 41
student19_3.c, E-RP-05, dlho aktívna premenná, 43
student19_3.c, E-RP-05, dlho aktívna premenná, 44
student19_3.c, E-RP-05, dlho aktívna premenná, 126
student19_4.c, E-RP-05, dlho aktívna premenná, 16
student19_4.c, E-RP-05, dlho aktívna premenná, 17
student19_4.c, E-RP-05, dlho aktívna premenná, 18
student19_4.c, E-RP-05, dlho aktívna premenná, 130
student19_4.c, E-RP-05, dlho aktívna premenná, 19
student19_4.c, E-RP-05, dlho aktívna premenná, 24
student19_4.c, E-RP-05, dlho aktívna premenná, 41
student19_4.c, E-RP-05, dlho aktívna premenná, 169
student19_4.c, E-SmA-02, viacnásobná deklarácia premennej, 58
student19_4.c, E-RP-05, dlho aktívna premenná, 43
student19_5.c, E-RP-05, dlho aktívna premenná, 16
student19_5.c, E-RP-05, dlho aktívna premenná, 17
student19_5.c, E-RP-05, dlho aktívna premenná, 18
student19_5.c, E-RP-05, dlho aktívna premenná, 178
student19_5.c, E-RP-05, dlho aktívna premenná, 19
student19_5.c, E-SmA-02, viacnásobná deklarácia premennej, 53
student19_5.c, E-RP-05, dlho aktívna premenná, 24
student19_5.c, E-RP-05, dlho aktívna premenná, 41
student19_5.c, E-RP-05, dlho aktívna premenná, 43
student19_5.c, E-RP-05, dlho aktívna premenná, 139
student19_5.c, E-SmA-02, viacnásobná deklarácia premennej, 61
student19_6.c, E-RP-05, dlho aktívna premenná, 16
student19_6.c, E-RP-05, dlho aktívna premenná, 17
student19_6.c, E-RP-05, dlho aktívna premenná, 18
student19_6.c, E-RP-05, dlho aktívna premenná, 178
student19_6.c, E-RP-05, dlho aktívna premenná, 19
student19_6.c, E-SmA-02, viacnásobná deklarácia premennej, 54
student19_6.c, E-RP-05, dlho aktívna premenná, 24
student19_6.c, E-RP-05, dlho aktívna premenná, 41
student19_6.c, E-RP-05, dlho aktívna premenná, 43
student19_6.c, E-RP-05, dlho aktívna premenná, 139
student19_6.c, E-SmA-02, viacnásobná deklarácia premennej, 62
student19_7.c, E-RP-05, dlho aktívna premenná, 16
student19_7.c, E-RP-05, dlho aktívna premenná, 17
student19_7.c, E-RP-05, dlho aktívna premenná, 177
student19_7.c, E-RP-05, dlho aktívna premenná, 18
student19_7.c, E-RP-05, dlho aktívna premenná, 19
student19_7.c, E-SmA-02, viacnásobná deklarácia premennej, 53
student19_7.c, E-RP-05, dlho aktívna premenná, 24
student19_7.c, E-RP-05, dlho aktívna premenná, 41
student19_7.c, E-RP-05, dlho aktívna premenná, 138
student19_7.c, E-RP-05, dlho aktívna premenná, 43
student19_7.c, E-SmA-02, viacnásobná deklarácia premennej, 61
student19_8.c, E-RP-05, dlho aktívna premenná, 16
student19_8.c, E-RP-05, dlho aktívna premenná, 17
student19_8.c, E-RP-05, dlho aktívna premenná, 18
student19_8.c, E-RP-05, dlho aktívna premenná, 19
student19_8.c, E-SmA-02, viacnásobná deklarácia premennej, 52
student19_8.c, E-RP-05, dlho aktívna premenná, 150
student19_8.c, E-RP-05, dlho aktívna premenná, 39
student19_8.c, E-RP-05, dlho aktívna premenná, 41
student19_8.c, E-SmA-02, viacnásobná deklarácia premennej, 60
student19_8.c, E-RP-05, dlho aktívna premenná, 189
student19_9.c, E-RP-05, dlho aktívna premenná, 39
student19_9.c, E-RP-05, dlho aktívna premenná, 40
student19_9.c, E-RP-05, dlho aktívna premenná, 41
student19_9.c, E-RP-05, dlho aktívna premenná, 201
student19_9.c, E-RP-05, dlho aktívna premenná, 140
student19_9.c, E-RP-05, dlho aktívna premenná, 141
