student27_13.c, E-RP-05, dlho aktívna premenná, 128
student27_13.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_13.c, E-RP-05, dlho aktívna premenná, 18
student27_13.c, E-RP-05, dlho aktívna premenná, 66
student27_13.c, E-RP-05, dlho aktívna premenná, 146
student27_13.c, E-RP-05, dlho aktívna premenná, 148
student27_13.c, E-RP-05, dlho aktívna premenná, 132
student27_14.c, E-RP-05, dlho aktívna premenná, 64
student27_14.c, E-RP-05, dlho aktívna premenná, 128
student27_14.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_14.c, E-RP-05, dlho aktívna premenná, 18
student27_14.c, E-RP-05, dlho aktívna premenná, 66
student27_14.c, E-RP-05, dlho aktívna premenná, 146
student27_14.c, E-RP-05, dlho aktívna premenná, 148
student27_14.c, E-RP-05, dlho aktívna premenná, 132
student27_15.c, E-RP-05, dlho aktívna premenná, 64
student27_15.c, E-RP-05, dlho aktívna premenná, 128
student27_15.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_15.c, E-RP-05, dlho aktívna premenná, 18
student27_15.c, E-RP-05, dlho aktívna premenná, 66
student27_15.c, E-RP-05, dlho aktívna premenná, 146
student27_15.c, E-RP-05, dlho aktívna premenná, 148
student27_15.c, E-RP-05, dlho aktívna premenná, 132
student27_16.c, E-RP-05, dlho aktívna premenná, 64
student27_16.c, E-RP-05, dlho aktívna premenná, 128
student27_16.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_16.c, E-RP-05, dlho aktívna premenná, 18
student27_16.c, E-RP-05, dlho aktívna premenná, 66
student27_16.c, E-RP-05, dlho aktívna premenná, 146
student27_16.c, E-RP-05, dlho aktívna premenná, 148
student27_16.c, E-RP-05, dlho aktívna premenná, 132
student27_17.c, E-RP-05, dlho aktívna premenná, 64
student27_17.c, E-RP-05, dlho aktívna premenná, 128
student27_17.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_17.c, E-RP-05, dlho aktívna premenná, 18
student27_17.c, E-RP-05, dlho aktívna premenná, 66
student27_17.c, E-RP-05, dlho aktívna premenná, 146
student27_17.c, E-RP-05, dlho aktívna premenná, 148
student27_17.c, E-RP-05, dlho aktívna premenná, 132
student27_18.c, E-RP-05, dlho aktívna premenná, 64
student27_18.c, E-RP-05, dlho aktívna premenná, 128
student27_18.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_18.c, E-RP-05, dlho aktívna premenná, 18
student27_18.c, E-RP-05, dlho aktívna premenná, 66
student27_18.c, E-RP-05, dlho aktívna premenná, 146
student27_18.c, E-RP-05, dlho aktívna premenná, 148
student27_18.c, E-RP-05, dlho aktívna premenná, 132
student27_19.c, E-RP-05, dlho aktívna premenná, 64
student27_19.c, E-RP-05, dlho aktívna premenná, 128
student27_19.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_19.c, E-RP-05, dlho aktívna premenná, 18
student27_19.c, E-RP-05, dlho aktívna premenná, 66
student27_19.c, E-RP-05, dlho aktívna premenná, 146
student27_19.c, E-RP-05, dlho aktívna premenná, 148
student27_19.c, E-RP-05, dlho aktívna premenná, 132
student27_2.c, E-RP-05, dlho aktívna premenná, 7
student27_2.c, E-RP-05, dlho aktívna premenná, 9
student27_2.c, E-RP-05, dlho aktívna premenná, 60
student27_2.c, E-SmA-02, viacnásobná deklarácia premennej, 29
student27_2.c, E-RP-05, dlho aktívna premenná, 78
student27_20.c, E-RP-05, dlho aktívna premenná, 64
student27_20.c, E-RP-05, dlho aktívna premenná, 128
student27_20.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_20.c, E-RP-05, dlho aktívna premenná, 18
student27_20.c, E-RP-05, dlho aktívna premenná, 66
student27_20.c, E-RP-05, dlho aktívna premenná, 146
student27_20.c, E-RP-05, dlho aktívna premenná, 148
student27_20.c, E-RP-05, dlho aktívna premenná, 132
student27_21.c, E-RP-05, dlho aktívna premenná, 64
student27_21.c, E-RP-05, dlho aktívna premenná, 128
student27_21.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_21.c, E-RP-05, dlho aktívna premenná, 18
student27_21.c, E-RP-05, dlho aktívna premenná, 66
student27_21.c, E-RP-05, dlho aktívna premenná, 146
student27_21.c, E-RP-05, dlho aktívna premenná, 148
student27_21.c, E-RP-05, dlho aktívna premenná, 132
student27_22.c, E-RP-05, dlho aktívna premenná, 64
student27_22.c, E-RP-05, dlho aktívna premenná, 128
student27_22.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_22.c, E-RP-05, dlho aktívna premenná, 18
student27_22.c, E-RP-05, dlho aktívna premenná, 66
student27_22.c, E-RP-05, dlho aktívna premenná, 146
student27_22.c, E-RP-05, dlho aktívna premenná, 148
student27_22.c, E-RP-05, dlho aktívna premenná, 132
student27_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_3.c, E-RP-05, dlho aktívna premenná, 7
student27_3.c, E-RP-05, dlho aktívna premenná, 9
student27_3.c, E-RP-05, dlho aktívna premenná, 60
student27_3.c, E-RP-05, dlho aktívna premenná, 78
student27_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_4.c, E-RP-05, dlho aktívna premenná, 7
student27_4.c, E-RP-05, dlho aktívna premenná, 9
student27_4.c, E-RP-05, dlho aktívna premenná, 60
student27_4.c, E-RP-05, dlho aktívna premenná, 78
student27_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_5.c, E-RP-05, dlho aktívna premenná, 7
student27_5.c, E-RP-05, dlho aktívna premenná, 9
student27_5.c, E-RP-05, dlho aktívna premenná, 60
student27_5.c, E-RP-05, dlho aktívna premenná, 78
student27_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_6.c, E-RP-05, dlho aktívna premenná, 7
student27_6.c, E-RP-05, dlho aktívna premenná, 9
student27_6.c, E-RP-05, dlho aktívna premenná, 60
student27_6.c, E-RP-05, dlho aktívna premenná, 78
student27_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_7.c, E-RP-05, dlho aktívna premenná, 7
student27_7.c, E-RP-05, dlho aktívna premenná, 9
student27_7.c, E-RP-05, dlho aktívna premenná, 60
student27_7.c, E-RP-05, dlho aktívna premenná, 78
student27_8.c, E-RP-05, dlho aktívna premenná, 80
student27_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_8.c, E-RP-05, dlho aktívna premenná, 7
student27_8.c, E-RP-05, dlho aktívna premenná, 9
student27_8.c, E-RP-05, dlho aktívna premenná, 60
student27_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student27_9.c, E-RP-05, dlho aktívna premenná, 8
student27_9.c, E-RP-05, dlho aktívna premenná, 10
student27_9.c, E-RP-05, dlho aktívna premenná, 74
student27_9.c, E-RP-05, dlho aktívna premenná, 60
student28_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student28_1.c, E-RP-05, dlho aktívna premenná, 18
student28_1.c, E-RP-05, dlho aktívna premenná, 19
student28_1.c, E-RP-05, dlho aktívna premenná, 20
student28_1.c, E-RP-05, dlho aktívna premenná, 132
student28_1.c, E-RP-05, dlho aktívna premenná, 45
student28_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student28_2.c, E-RP-05, dlho aktívna premenná, 18
student28_2.c, E-RP-05, dlho aktívna premenná, 50
student28_2.c, E-RP-05, dlho aktívna premenná, 19
student28_2.c, E-RP-05, dlho aktívna premenná, 131
student28_2.c, E-RP-05, dlho aktívna premenná, 20
student28_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student28_3.c, E-RP-05, dlho aktívna premenná, 18
student28_3.c, E-RP-05, dlho aktívna premenná, 50
student28_3.c, E-RP-05, dlho aktívna premenná, 130
student28_3.c, E-RP-05, dlho aktívna premenná, 19
student28_3.c, E-RP-05, dlho aktívna premenná, 20
student28_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student28_4.c, E-RP-05, dlho aktívna premenná, 18
student28_4.c, E-RP-05, dlho aktívna premenná, 50
student28_4.c, E-RP-05, dlho aktívna premenná, 19
student28_4.c, E-RP-05, dlho aktívna premenná, 20
student28_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student28_5.c, E-RP-05, dlho aktívna premenná, 18
student28_5.c, E-RP-05, dlho aktívna premenná, 50
student28_5.c, E-RP-05, dlho aktívna premenná, 19
student28_5.c, E-RP-05, dlho aktívna premenná, 20
student29_1.c, E-RP-05, dlho aktívna premenná, 176
student29_1.c, E-RP-09, neoptimálne využívanie argumentov mainu, 0
student29_1.c, E-RP-05, dlho aktívna premenná, 193
student29_1.c, E-RP-05, dlho aktívna premenná, 22
student29_1.c, E-RP-05, dlho aktívna premenná, 150
student29_1.c, E-RP-05, dlho aktívna premenná, 89
student29_1.c, E-RP-05, dlho aktívna premenná, 234
student2_1.c, E-RP-05, dlho aktívna premenná, 80
student2_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student2_1.c, E-RP-05, dlho aktívna premenná, 81
student2_1.c, E-RP-05, dlho aktívna premenná, 85
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 8
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 11
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 12
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 13
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 14
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 15
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 16
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 17
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 18
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 19
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 20
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 21
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 22
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 23
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 24
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 25
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 26
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 27
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 28
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 29
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 30
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 31
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 32
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 33
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 34
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 35
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 37
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 39
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 40
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 41
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 42
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 44
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 45
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 46
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 47
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 48
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 49
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 50
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 51
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 52
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 53
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 54
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 56
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 58
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 59
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 60
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 61
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 62
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 63
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 64
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 65
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 66
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 67
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 68
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 69
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 70
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 71
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 72
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 73
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 74
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 75
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 76
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 77
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 78
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 79
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 80
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 81
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 82
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 83
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 84
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 85
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 86
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 87
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 88
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 89
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 90
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 91
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 92
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 93
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 94
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 95
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 96
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 97
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 98
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 100
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 101
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 102
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 103
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 104
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 105
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 106
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 107
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 108
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 109
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 110
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 111
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 112
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 113
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 114
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 115
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 116
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 117
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 118
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 119
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 120
student2_2.c, E-LA-01, neidentifikovateľný reťazec, 121
student30_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_10.c, E-RP-05, dlho aktívna premenná, 124
student30_10.c, E-RP-05, dlho aktívna premenná, 143
student30_11.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_11.c, E-RP-05, dlho aktívna premenná, 124
student30_11.c, E-RP-05, dlho aktívna premenná, 143
student30_12.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_12.c, E-RP-05, dlho aktívna premenná, 124
student30_12.c, E-RP-05, dlho aktívna premenná, 143
student30_13.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_13.c, E-RP-05, dlho aktívna premenná, 159
student30_13.c, E-RP-05, dlho aktívna premenná, 143
student30_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_6.c, E-RP-05, dlho aktívna premenná, 130
student30_6.c, E-RP-05, dlho aktívna premenná, 123
student30_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_7.c, E-RP-05, dlho aktívna premenná, 131
student30_7.c, E-RP-05, dlho aktívna premenná, 124
student30_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_8.c, E-RP-05, dlho aktívna premenná, 131
student30_8.c, E-RP-05, dlho aktívna premenná, 124
student30_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student30_9.c, E-RP-05, dlho aktívna premenná, 131
student30_9.c, E-RP-05, dlho aktívna premenná, 124
student31_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_1.c, E-RP-05, dlho aktívna premenná, 42
student31_10.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_10.c, E-RP-05, dlho aktívna premenná, 42
student31_11.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_11.c, E-RP-05, dlho aktívna premenná, 42
student31_12.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_12.c, E-RP-05, dlho aktívna premenná, 42
student31_16.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_16.c, E-RP-05, dlho aktívna premenná, 42
student31_17.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_17.c, E-RP-05, dlho aktívna premenná, 42
student31_18.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_18.c, E-RP-05, dlho aktívna premenná, 42
student31_19.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_19.c, E-RP-05, dlho aktívna premenná, 42
student31_2.c, E-SxA-03, chýbajúca bodkočiarka, 50
student31_2.c, E-SxA-07, nesprávna syntax, 53
student31_2.c, E-RP-05, dlho aktívna premenná, 45
student31_2.c, E-ST-01, neinicializovaná premenná, 47
student31_20.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_20.c, E-RP-05, dlho aktívna premenná, 42
student31_21.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_21.c, E-RP-05, dlho aktívna premenná, 42
student31_3.c, E-RP-05, dlho aktívna premenná, 42
student31_3.c, E-RP-05, dlho aktívna premenná, 45
student31_3.c, E-ST-01, neinicializovaná premenná, 47
student31_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_4.c, E-RP-05, dlho aktívna premenná, 42
student31_5.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_5.c, E-RP-05, dlho aktívna premenná, 42
student31_6.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_6.c, E-RP-05, dlho aktívna premenná, 51
student31_6.c, E-RP-05, dlho aktívna premenná, 53
student31_7.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_7.c, E-RP-05, dlho aktívna premenná, 43
student31_7.c, E-RP-05, dlho aktívna premenná, 45
student31_8.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_8.c, E-RP-05, dlho aktívna premenná, 43
student31_8.c, E-RP-05, dlho aktívna premenná, 45
student31_9.c, E-RP-07, neoptimálne využívanie premenných, 0
student31_9.c, E-RP-05, dlho aktívna premenná, 43
student31_9.c, E-RP-05, dlho aktívna premenná, 45
student32_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student32_1.c, E-RP-05, dlho aktívna premenná, 66
student32_1.c, E-RP-05, dlho aktívna premenná, 84
student32_1.c, E-RP-05, dlho aktívna premenná, 22
student32_1.c, E-RP-05, dlho aktívna premenná, 86
student32_1.c, E-RP-05, dlho aktívna premenná, 108
student32_1.c, E-RP-05, dlho aktívna premenná, 46
student32_1.c, E-RP-05, dlho aktívna premenná, 47
student32_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student32_2.c, E-RP-05, dlho aktívna premenná, 66
student32_2.c, E-RP-05, dlho aktívna premenná, 84
student32_2.c, E-RP-05, dlho aktívna premenná, 22
student32_2.c, E-RP-05, dlho aktívna premenná, 86
student32_2.c, E-RP-05, dlho aktívna premenná, 108
student32_2.c, E-RP-05, dlho aktívna premenná, 46
student32_2.c, E-RP-05, dlho aktívna premenná, 47
student32_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student32_3.c, E-RP-05, dlho aktívna premenná, 66
student32_3.c, E-RP-05, dlho aktívna premenná, 84
student32_3.c, E-RP-05, dlho aktívna premenná, 22
student32_3.c, E-RP-05, dlho aktívna premenná, 86
student32_3.c, E-RP-05, dlho aktívna premenná, 108
student32_3.c, E-RP-05, dlho aktívna premenná, 46
student32_3.c, E-RP-05, dlho aktívna premenná, 47
student32_4.c, E-RP-07, neoptimálne využívanie premenných, 0
student32_4.c, E-RP-05, dlho aktívna premenná, 66
student32_4.c, E-RP-05, dlho aktívna premenná, 84
student32_4.c, E-RP-05, dlho aktívna premenná, 22
student32_4.c, E-RP-05, dlho aktívna premenná, 86
student32_4.c, E-RP-05, dlho aktívna premenná, 108
student32_4.c, E-RP-05, dlho aktívna premenná, 46
student32_4.c, E-RP-05, dlho aktívna premenná, 47
student33_1.c, E-RP-05, dlho aktívna premenná, 144
student33_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student33_1.c, E-RP-05, dlho aktívna premenná, 139
student33_1.c, E-RP-05, dlho aktívna premenná, 44
student33_1.c, E-RP-05, dlho aktívna premenná, 140
student33_1.c, E-RP-05, dlho aktívna premenná, 220
student33_1.c, E-RP-05, dlho aktívna premenná, 45
student33_1.c, E-RP-05, dlho aktívna premenná, 46
student33_1.c, E-RP-05, dlho aktívna premenná, 47
student33_1.c, E-RP-05, dlho aktívna premenná, 143
student33_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student33_2.c, E-RP-05, dlho aktívna premenná, 130
student33_2.c, E-RP-05, dlho aktívna premenná, 131
student33_2.c, E-RP-05, dlho aktívna premenná, 41
student33_2.c, E-RP-05, dlho aktívna premenná, 42
student33_2.c, E-RP-05, dlho aktívna premenná, 43
student33_2.c, E-RP-05, dlho aktívna premenná, 44
student33_2.c, E-RP-05, dlho aktívna premenná, 126
student33_2.c, E-RP-05, dlho aktívna premenná, 127
student33_2.c, E-RP-05, dlho aktívna premenná, 207
student33_3.c, E-SmA-02, viacnásobná deklarácia premennej, 294
student33_3.c, E-RP-05, dlho aktívna premenná, 264
student33_3.c, E-RP-05, dlho aktívna premenná, 141
student33_3.c, E-RP-05, dlho aktívna premenná, 142
student33_3.c, E-SmA-02, viacnásobná deklarácia premennej, 272
student33_3.c, E-RP-05, dlho aktívna premenná, 145
student33_3.c, E-RP-05, dlho aktívna premenná, 146
student33_3.c, E-RP-05, dlho aktívna premenná, 53
student33_3.c, E-RP-05, dlho aktívna premenná, 54
student33_3.c, E-RP-05, dlho aktívna premenná, 55
student33_3.c, E-RP-05, dlho aktívna premenná, 56
student33_3.c, E-RP-05, dlho aktívna premenná, 217
student33_3.c, E-RP-05, dlho aktívna premenná, 218
student33_4.c, E-RP-05, dlho aktívna premenná, 304
student33_4.c, E-RP-05, dlho aktívna premenná, 147
student33_4.c, E-RP-05, dlho aktívna premenná, 148
student33_4.c, E-RP-05, dlho aktívna premenná, 149
student33_4.c, E-RP-05, dlho aktívna premenná, 246
student33_4.c, E-RP-05, dlho aktívna premenná, 55
student33_4.c, E-SmA-02, viacnásobná deklarácia premennej, 312
student33_4.c, E-RP-05, dlho aktívna premenná, 56
student33_4.c, E-RP-05, dlho aktívna premenná, 57
student33_4.c, E-RP-05, dlho aktívna premenná, 252
student33_4.c, E-SmA-02, viacnásobná deklarácia premennej, 334
student33_5.c, E-RP-05, dlho aktívna premenná, 144
student33_5.c, E-RP-05, dlho aktívna premenná, 145
student33_5.c, E-RP-05, dlho aktívna premenná, 210
student33_5.c, E-RP-05, dlho aktívna premenná, 52
student33_5.c, E-RP-05, dlho aktívna premenná, 53
student33_5.c, E-SmA-02, viacnásobná deklarácia premennej, 278
student33_5.c, E-RP-05, dlho aktívna premenná, 54
student33_5.c, E-RP-05, dlho aktívna premenná, 216
student33_5.c, E-SmA-02, viacnásobná deklarácia premennej, 302
student33_5.c, E-RP-05, dlho aktívna premenná, 270
student33_5.c, E-RP-05, dlho aktívna premenná, 143
student33_6.c, E-RP-05, dlho aktívna premenná, 145
student33_6.c, E-RP-05, dlho aktívna premenná, 146
student33_6.c, E-RP-05, dlho aktívna premenná, 242
student33_6.c, E-SmA-02, viacnásobná deklarácia premennej, 291
student33_6.c, E-RP-05, dlho aktívna premenná, 307
student33_6.c, E-RP-05, dlho aktívna premenná, 214
student33_6.c, E-RP-05, dlho aktívna premenná, 280
student33_6.c, E-RP-05, dlho aktívna premenná, 57
student33_6.c, E-SmA-02, viacnásobná deklarácia premennej, 316
student33_6.c, E-RP-05, dlho aktívna premenná, 63
student33_7.c, E-RP-05, dlho aktívna premenná, 145
student33_7.c, E-RP-05, dlho aktívna premenná, 146
student33_7.c, E-RP-05, dlho aktívna premenná, 242
student33_7.c, E-SmA-02, viacnásobná deklarácia premennej, 291
student33_7.c, E-RP-05, dlho aktívna premenná, 307
student33_7.c, E-RP-05, dlho aktívna premenná, 214
student33_7.c, E-RP-05, dlho aktívna premenná, 280
student33_7.c, E-RP-05, dlho aktívna premenná, 57
student33_7.c, E-SmA-02, viacnásobná deklarácia premennej, 316
student33_7.c, E-RP-05, dlho aktívna premenná, 63
student34_1.c, E-RP-07, neoptimálne využívanie premenných, 0
student34_1.c, E-RP-05, dlho aktívna premenná, 35
student34_1.c, W-01, využívanie globálnej premennej, 6
student34_1.c, E-RP-05, dlho aktívna premenná, 24
student34_1.c, E-RP-05, dlho aktívna premenná, 25
student34_2.c, E-RP-07, neoptimálne využívanie premenných, 0
student34_2.c, E-RP-05, dlho aktívna premenná, 35
student34_2.c, W-01, využívanie globálnej premennej, 6
student34_2.c, E-RP-05, dlho aktívna premenná, 24
student34_2.c, E-RP-05, dlho aktívna premenná, 25
student34_3.c, E-RP-07, neoptimálne využívanie premenných, 0
student34_3.c, E-RP-05, dlho aktívna premenná, 35
student34_3.c, W-01, využívanie globálnej premennej, 6
student34_3.c, E-RP-05, dlho aktívna premenná, 24
student34_3.c, E-RP-05, dlho aktívna premenná, 25
student35_1.c, E-SmA-02, viacnásobná deklarácia premennej, 54
student35_1.c, W-01, využívanie globálnej premennej, 7
student35_1.c, E-RP-05, dlho aktívna premenná, 91
student35_1.c, E-RP-05, dlho aktívna premenná, 93
student35_10.c, E-RP-05, dlho aktívna premenná, 83
student35_10.c, E-SmA-02, viacnásobná deklarácia premennej, 55
student35_10.c, W-01, využívanie globálnej premennej, 7
student35_11.c, E-RP-05, dlho aktívna premenná, 70
student35_11.c, W-01, využívanie globálnej premennej, 7
student35_11.c, E-SmA-02, viacnásobná deklarácia premennej, 42
student35_11.c, E-RP-05, dlho aktívna premenná, 95
student35_12.c, E-RP-05, dlho aktívna premenná, 70
student35_12.c, W-01, využívanie globálnej premennej, 7
student35_12.c, E-SmA-02, viacnásobná deklarácia premennej, 42
student35_12.c, E-RP-05, dlho aktívna premenná, 95
student35_13.c, E-RP-05, dlho aktívna premenná, 96
student35_13.c, W-01, využívanie globálnej premennej, 7
student35_13.c, E-RP-05, dlho aktívna premenná, 72
student35_13.c, E-SmA-02, viacnásobná deklarácia premennej, 43
student35_14.c, E-RP-05, dlho aktívna premenná, 96
student35_14.c, W-01, využívanie globálnej premennej, 7
